route_id,trip_id,trip_headsign,service_id,shape_id
4,319,VILLA FLORIDA - BRISAS - RT042,0,4A
4,318,VILLA FLORIDA - BRISAS - RT016,0,4A
4,313,VILLA FLORIDA - BRISAS - RT079,0,4A
4,312,VILLA FLORIDA - BRISAS - RT034,0,4A
4,311,VILLA FLORIDA - BRISAS - RT075,0,4A
4,310,VILLA FLORIDA - BRISAS - RT050,0,4A
4,317,VILLA FLORIDA - BRISAS - RT058,0,4A
4,316,VILLA FLORIDA - BRISAS - RT064,0,4A
4,315,VILLA FLORIDA - BRISAS - RT096,0,4A
4,314,VILLA FLORIDA - BRISAS - RT025,0,4A
11,861,ANILLO VIAL (SECAP) - RT098,0,24A
6,496,BURNEO - BRISAS - RT052,0,5A
11,832,ANILLO VIAL (SECAP) - RT056,0,24A
11,833,ANILLO VIAL (SECAP) - RT085,0,24A
11,830,ANILLO VIAL (SECAP) - RT97,0,24A
6,497,BURNEO - BRISAS - RT090,0,5A
11,836,ANILLO VIAL (SECAP) - RT098,0,24A
11,837,ANILLO VIAL (SECAP) - RT023,0,24A
11,834,ANILLO VIAL (SECAP) - RT005,0,24A
11,835,ANILLO VIAL (SECAP) - RT086,0,24A
11,838,ANILLO VIAL (SECAP) - RT040,0,24A
11,839,ANILLO VIAL (SECAP) - RT97,0,24A
11,808,ANILLO VIAL (SECAP) - RT086,0,24A
0,3,GALLERA - EPACEM - RT048,0,1
11,725,ANILLO VIAL (SECAP) - RT085,0,24A
5,368,LAS PIEDRAS - RT076,0,4B
5,369,LAS PIEDRAS - RT099,0,4B
5,366,LAS PIEDRAS - RT017,0,4B
5,367,LAS PIEDRAS - RT089,0,4B
5,364,LAS PIEDRAS - RT059,0,4B
5,365,LAS PIEDRAS - RT080,0,4B
5,362,LAS PIEDRAS - RT043,0,4B
5,363,LAS PIEDRAS - RT026,0,4B
5,360,LAS PIEDRAS - RT051,0,4B
5,361,LAS PIEDRAS - RT035,0,4B
5,380,LAS PIEDRAS - RT089,0,4B
5,381,LAS PIEDRAS - RT076,0,4B
5,382,LAS PIEDRAS - RT099,0,4B
5,383,LAS PIEDRAS - RT008,0,4B
5,384,LAS PIEDRAS - RT067,0,4B
5,385,LAS PIEDRAS - RT009,0,4B
5,386,LAS PIEDRAS - RT051,0,4B
5,387,LAS PIEDRAS - RT035,0,4B
5,388,LAS PIEDRAS - RT043,0,4B
5,389,LAS PIEDRAS - RT026,0,4B
11,784,ANILLO VIAL (SECAP) - RT040,0,24A
11,785,ANILLO VIAL (SECAP) - RT97,0,24A
11,786,ANILLO VIAL (SECAP) - RT020,0,24A
11,787,ANILLO VIAL (SECAP) - RT056,0,24A
11,780,ANILLO VIAL (SECAP) - RT005,0,24A
11,781,ANILLO VIAL (SECAP) - RT086,0,24A
11,782,ANILLO VIAL (SECAP) - RT098,0,24A
11,783,ANILLO VIAL (SECAP) - RT023,0,24A
11,788,ANILLO VIAL (SECAP) - RT085,0,24A
11,789,ANILLO VIAL (SECAP) - RT005,0,24A
11,860,ANILLO VIAL (SECAP) - RT085,0,24A
8,605,SANTA MARIA DEL TOACHI - RT078,0,5C
8,579,SANTA MARIA DEL TOACHI - RT078,0,5C
8,578,SANTA MARIA DEL TOACHI - RT002,0,5C
8,604,SANTA MARIA DEL TOACHI - RT002,0,5C
8,573,SANTA MARIA DEL TOACHI - RT053,0,5C
8,572,SANTA MARIA DEL TOACHI - RT028,0,5C
8,571,SANTA MARIA DEL TOACHI - RT091,0,5C
8,570,SANTA MARIA DEL TOACHI - RT021,0,5C
8,577,SANTA MARIA DEL TOACHI - RT070,0,5C
8,576,SANTA MARIA DEL TOACHI - RT019,0,5C
8,575,SANTA MARIA DEL TOACHI - RT055,0,5C
8,574,SANTA MARIA DEL TOACHI - RT-0082,0,5C
0,60,GALLERA - EPACEM - RT006,0,1
0,61,GALLERA - EPACEM - RT074,0,1
4,258,VILLA FLORIDA - BRISAS - RT050,0,4A
4,259,VILLA FLORIDA - BRISAS - RT075,0,4A
0,64,GALLERA - EPACEM - RT095,0,1
0,65,GALLERA - EPACEM - RT033,0,1
0,66,GALLERA - EPACEM - RT065,0,1
0,67,GALLERA - EPACEM - RT015,0,1
4,252,VILLA FLORIDA - BRISAS - RT058,0,4A
0,69,GALLERA - EPACEM - RT024,0,1
4,250,VILLA FLORIDA - BRISAS - RT096,0,4A
4,251,VILLA FLORIDA - BRISAS - RT064,0,4A
4,256,VILLA FLORIDA - BRISAS - RT066,0,4A
4,257,VILLA FLORIDA - BRISAS - RT088,0,4A
4,254,VILLA FLORIDA - BRISAS - RT042,0,4A
4,255,VILLA FLORIDA - BRISAS - RT007,0,4A
8,603,SANTA MARIA DEL TOACHI - RT070,0,5C
8,602,SANTA MARIA DEL TOACHI - RT019,0,5C
11,731,ANILLO VIAL (SECAP) - RT97,0,24A
11,730,ANILLO VIAL (SECAP) - RT040,0,24A
11,733,ANILLO VIAL (SECAP) - RT056,0,24A
11,732,ANILLO VIAL (SECAP) - RT020,0,24A
11,735,ANILLO VIAL (SECAP) - RT005,0,24A
11,734,ANILLO VIAL (SECAP) - RT085,0,24A
6,508,BURNEO - BRISAS - RT052,0,5A
6,509,BURNEO - BRISAS - RT090,0,5A
6,506,BURNEO - BRISAS - RT044,0,5A
6,507,BURNEO - BRISAS - RT072,0,5A
6,504,BURNEO - BRISAS - RT001,0,5A
6,505,BURNEO - BRISAS - RT036,0,5A
6,502,BURNEO - BRISAS - RT068,0,5A
6,503,BURNEO - BRISAS - RT018,0,5A
6,500,BURNEO - BRISAS - RT027,0,5A
6,501,BURNEO - BRISAS - RT077,0,5A
8,630,SANTA MARIA DEL TOACHI - RT002,0,5C
8,631,SANTA MARIA DEL TOACHI - RT078,0,5C
8,632,SANTA MARIA DEL TOACHI - RT061,0,5C
8,633,SANTA MARIA DEL TOACHI - RT045,0,5C
6,469,BURNEO - BRISAS - RT036,0,5A
6,468,BURNEO - BRISAS - RT001,0,5A
8,636,SANTA MARIA DEL TOACHI - RT091,0,5C
8,637,SANTA MARIA DEL TOACHI - RT028,0,5C
6,465,BURNEO - BRISAS - RT077,0,5A
6,464,BURNEO - BRISAS - RT027,0,5A
6,467,BURNEO - BRISAS - RT018,0,5A
6,466,BURNEO - BRISAS - RT068,0,5A
6,461,BURNEO - BRISAS - RT090,0,5A
6,460,BURNEO - BRISAS - RT052,0,5A
6,463,BURNEO - BRISAS - RT060,0,5A
6,462,BURNEO - BRISAS - RT010,0,5A
2,168,HERIBERTO M. - RT073,0,3A-3B
2,169,HERIBERTO M. - RT062,0,3A-3B
2,164,HERIBERTO M. - RT038,0,3A-3B
2,165,HERIBERTO M. - RT071,0,3A-3B
2,166,HERIBERTO M. - RT092,0,3A-3B
2,167,HERIBERTO M. - RT029,0,3A-3B
2,160,HERIBERTO M. - RT083,0,3A-3B
2,161,HERIBERTO M. - RT054,0,3A-3B
2,162,HERIBERTO M. - RT012,0,3A-3B
2,163,HERIBERTO M. - RT003,0,3A-3B
8,600,SANTA MARIA DEL TOACHI - RT-0082,0,5C
0,9,GALLERA - EPACEM - RT024,0,1
9,647,ANILLO EXTERNO (DURAGAS) - RT032,0,19A
9,646,ANILLO EXTERNO (DURAGAS) - RT014,0,19A
9,649,ANILLO EXTERNO (DURAGAS) - RT014,0,19A
9,648,ANILLO EXTERNO (DURAGAS) - RT094,0,19A
5,357,LAS PIEDRAS - RT008,0,4B
5,356,LAS PIEDRAS - RT099,0,4B
5,355,LAS PIEDRAS - RT076,0,4B
5,354,LAS PIEDRAS - RT089,0,4B
5,353,LAS PIEDRAS - RT017,0,4B
5,352,LAS PIEDRAS - RT080,0,4B
5,351,LAS PIEDRAS - RT059,0,4B
5,350,LAS PIEDRAS - RT026,0,4B
11,803,ANILLO VIAL (SECAP) - RT97,0,24A
11,802,ANILLO VIAL (SECAP) - RT040,0,24A
11,801,ANILLO VIAL (SECAP) - RT023,0,24A
11,800,ANILLO VIAL (SECAP) - RT098,0,24A
11,807,ANILLO VIAL (SECAP) - RT005,0,24A
11,806,ANILLO VIAL (SECAP) - RT085,0,24A
5,359,LAS PIEDRAS - RT009,0,4B
5,358,LAS PIEDRAS - RT067,0,4B
2,216,HERIBERTO M. - RT054,0,3A-3B
2,217,HERIBERTO M. - RT012,0,3A-3B
2,214,HERIBERTO M. - RT046,0,3A-3B
2,215,HERIBERTO M. - RT083,0,3A-3B
2,212,HERIBERTO M. - RT073,0,3A-3B
2,213,HERIBERTO M. - RT062,0,3A-3B
2,210,HERIBERTO M. - RT092,0,3A-3B
2,211,HERIBERTO M. - RT029,0,3A-3B
11,762,ANILLO VIAL (SECAP) - RT005,0,24A
11,763,ANILLO VIAL (SECAP) - RT086,0,24A
11,760,ANILLO VIAL (SECAP) - RT056,0,24A
11,761,ANILLO VIAL (SECAP) - RT085,0,24A
11,766,ANILLO VIAL (SECAP) - RT040,0,24A
11,767,ANILLO VIAL (SECAP) - RT97,0,24A
2,218,HERIBERTO M. - RT003,0,3A-3B
2,219,HERIBERTO M. - RT038,0,3A-3B
4,289,VILLA FLORIDA - BRISAS - RT096,0,4A
4,288,VILLA FLORIDA - BRISAS - RT025,0,4A
0,4,GALLERA - EPACEM - RT095,0,1
4,281,VILLA FLORIDA - BRISAS - RT007,0,4A
4,280,VILLA FLORIDA - BRISAS - RT042,0,4A
4,283,VILLA FLORIDA - BRISAS - RT088,0,4A
4,282,VILLA FLORIDA - BRISAS - RT066,0,4A
4,285,VILLA FLORIDA - BRISAS - RT075,0,4A
4,284,VILLA FLORIDA - BRISAS - RT050,0,4A
4,287,VILLA FLORIDA - BRISAS - RT079,0,4A
4,286,VILLA FLORIDA - BRISAS - RT034,0,4A
11,678,ANILLO VIAL (SECAP) - RT020,0,24A
11,679,ANILLO VIAL (SECAP) - RT056,0,24A
11,674,ANILLO VIAL (SECAP) - RT098,0,24A
11,675,ANILLO VIAL (SECAP) - RT023,0,24A
11,676,ANILLO VIAL (SECAP) - RT040,0,24A
11,677,ANILLO VIAL (SECAP) - RT97,0,24A
9,670,ANILLO EXTERNO (DURAGAS) - RT014,0,19A
9,671,ANILLO EXTERNO (DURAGAS) - RT032,0,19A
9,672,ANILLO EXTERNO (DURAGAS) - RT094,0,19A
11,673,ANILLO VIAL (SECAP) - RT086,0,24A
4,263,VILLA FLORIDA - BRISAS - RT096,0,4A
4,262,VILLA FLORIDA - BRISAS - RT025,0,4A
4,261,VILLA FLORIDA - BRISAS - RT079,0,4A
4,260,VILLA FLORIDA - BRISAS - RT034,0,4A
4,267,VILLA FLORIDA - BRISAS - RT042,0,4A
4,266,VILLA FLORIDA - BRISAS - RT016,0,4A
4,265,VILLA FLORIDA - BRISAS - RT058,0,4A
4,264,VILLA FLORIDA - BRISAS - RT064,0,4A
4,269,VILLA FLORIDA - BRISAS - RT066,0,4A
4,268,VILLA FLORIDA - BRISAS - RT007,0,4A
11,701,ANILLO VIAL (SECAP) - RT098,0,24A
0,59,GALLERA - EPACEM - RT081,0,1
0,58,GALLERA - EPACEM - RT057,0,1
0,55,GALLERA - EPACEM - RT015,0,1
0,54,GALLERA - EPACEM - RT065,0,1
0,57,GALLERA - EPACEM - RT024,0,1
0,56,GALLERA - EPACEM - RT041,0,1
0,51,GALLERA - EPACEM - RT048,0,1
0,50,GALLERA - EPACEM - RT049,0,1
0,53,GALLERA - EPACEM - RT033,0,1
0,52,GALLERA - EPACEM - RT095,0,1
6,537,BURNEO - BRISAS - RT077,0,5A
6,536,BURNEO - BRISAS - RT027,0,5A
6,535,BURNEO - BRISAS - RT060,0,5A
0,63,GALLERA - EPACEM - RT048,0,1
6,533,BURNEO - BRISAS - RT090,0,5A
6,532,BURNEO - BRISAS - RT052,0,5A
6,531,BURNEO - BRISAS - RT072,0,5A
6,530,BURNEO - BRISAS - RT044,0,5A
6,539,BURNEO - BRISAS - RT018,0,5A
6,538,BURNEO - BRISAS - RT068,0,5A
11,775,ANILLO VIAL (SECAP) - RT040,0,24A
11,774,ANILLO VIAL (SECAP) - RT023,0,24A
11,777,ANILLO VIAL (SECAP) - RT020,0,24A
1,115,PARAISO - U. CATOLICA - RT004,0,2
1,114,PARAISO - U. CATOLICA - RT030,0,2
1,117,PARAISO - U. CATOLICA - RT089,0,2
1,116,PARAISO - U. CATOLICA - RT093,0,2
1,111,PARAISO - U. CATOLICA - RT047,0,2
1,110,PARAISO - U. CATOLICA - RT089,0,2
1,113,PARAISO - U. CATOLICA - RT013,0,2
1,112,PARAISO - U. CATOLICA - RT063,0,2
11,771,ANILLO VIAL (SECAP) - RT005,0,24A
1,119,PARAISO - U. CATOLICA - RT063,0,2
1,118,PARAISO - U. CATOLICA - RT047,0,2
11,770,ANILLO VIAL (SECAP) - RT085,0,24A
11,773,ANILLO VIAL (SECAP) - RT098,0,24A
11,772,ANILLO VIAL (SECAP) - RT086,0,24A
5,429,LAS PIEDRAS - RT059,0,4B
5,428,LAS PIEDRAS - RT026,0,4B
6,534,BURNEO - BRISAS - RT010,0,5A
5,421,LAS PIEDRAS - RT099,0,4B
5,420,LAS PIEDRAS - RT076,0,4B
5,423,LAS PIEDRAS - RT067,0,4B
5,422,LAS PIEDRAS - RT008,0,4B
5,425,LAS PIEDRAS - RT051,0,4B
5,424,LAS PIEDRAS - RT009,0,4B
5,427,LAS PIEDRAS - RT043,0,4B
5,426,LAS PIEDRAS - RT035,0,4B
4,308,VILLA FLORIDA - BRISAS - RT066,0,4A
4,309,VILLA FLORIDA - BRISAS - RT088,0,4A
11,855,ANILLO VIAL (SECAP) - RT020,0,24A
4,300,VILLA FLORIDA - BRISAS - RT079,0,4A
4,301,VILLA FLORIDA - BRISAS - RT025,0,4A
4,302,VILLA FLORIDA - BRISAS - RT096,0,4A
4,303,VILLA FLORIDA - BRISAS - RT064,0,4A
4,304,VILLA FLORIDA - BRISAS - RT058,0,4A
4,305,VILLA FLORIDA - BRISAS - RT016,0,4A
4,306,VILLA FLORIDA - BRISAS - RT042,0,4A
4,307,VILLA FLORIDA - BRISAS - RT007,0,4A
11,825,ANILLO VIAL (SECAP) - RT005,0,24A
11,824,ANILLO VIAL (SECAP) - RT085,0,24A
11,827,ANILLO VIAL (SECAP) - RT098,0,24A
11,847,ANILLO VIAL (SECAP) - RT040,0,24A
11,846,ANILLO VIAL (SECAP) - RT023,0,24A
11,845,ANILLO VIAL (SECAP) - RT098,0,24A
11,826,ANILLO VIAL (SECAP) - RT086,0,24A
11,843,ANILLO VIAL (SECAP) - RT005,0,24A
11,842,ANILLO VIAL (SECAP) - RT085,0,24A
11,841,ANILLO VIAL (SECAP) - RT056,0,24A
11,840,ANILLO VIAL (SECAP) - RT020,0,24A
11,821,ANILLO VIAL (SECAP) - RT97,0,24A
11,853,ANILLO VIAL (SECAP) - RT098,0,24A
11,849,ANILLO VIAL (SECAP) - RT020,0,24A
11,820,ANILLO VIAL (SECAP) - RT040,0,24A
11,823,ANILLO VIAL (SECAP) - RT056,0,24A
11,822,ANILLO VIAL (SECAP) - RT020,0,24A
8,568,SANTA MARIA DEL TOACHI - RT045,0,5C
8,569,SANTA MARIA DEL TOACHI - RT037,0,5C
11,751,ANILLO VIAL (SECAP) - RT056,0,24A
11,750,ANILLO VIAL (SECAP) - RT020,0,24A
11,757,ANILLO VIAL (SECAP) - RT040,0,24A
11,737,ANILLO VIAL (SECAP) - RT098,0,24A
11,755,ANILLO VIAL (SECAP) - RT098,0,24A
11,754,ANILLO VIAL (SECAP) - RT086,0,24A
8,560,SANTA MARIA DEL TOACHI - RT053,0,5C
8,561,SANTA MARIA DEL TOACHI - RT-0082,0,5C
8,562,SANTA MARIA DEL TOACHI - RT055,0,5C
8,563,SANTA MARIA DEL TOACHI - RT019,0,5C
8,564,SANTA MARIA DEL TOACHI - RT070,0,5C
8,565,SANTA MARIA DEL TOACHI - RT002,0,5C
8,566,SANTA MARIA DEL TOACHI - RT078,0,5C
8,567,SANTA MARIA DEL TOACHI - RT061,0,5C
11,739,ANILLO VIAL (SECAP) - RT040,0,24A
2,229,HERIBERTO M. - RT003,0,3A-3B
2,228,HERIBERTO M. - RT012,0,3A-3B
2,227,HERIBERTO M. - RT054,0,3A-3B
2,226,HERIBERTO M. - RT083,0,3A-3B
2,225,HERIBERTO M. - RT046,0,3A-3B
2,224,HERIBERTO M. - RT062,0,3A-3B
2,223,HERIBERTO M. - RT073,0,3A-3B
2,222,HERIBERTO M. - RT029,0,3A-3B
2,221,HERIBERTO M. - RT092,0,3A-3B
2,220,HERIBERTO M. - RT071,0,3A-3B
5,391,LAS PIEDRAS - RT080,0,4B
11,726,ANILLO VIAL (SECAP) - RT005,0,24A
11,727,ANILLO VIAL (SECAP) - RT086,0,24A
11,724,ANILLO VIAL (SECAP) - RT056,0,24A
5,390,LAS PIEDRAS - RT059,0,4B
11,722,ANILLO VIAL (SECAP) - RT97,0,24A
11,723,ANILLO VIAL (SECAP) - RT020,0,24A
11,720,ANILLO VIAL (SECAP) - RT023,0,24A
11,721,ANILLO VIAL (SECAP) - RT040,0,24A
11,728,ANILLO VIAL (SECAP) - RT098,0,24A
11,729,ANILLO VIAL (SECAP) - RT023,0,24A
2,151,HERIBERTO M. - RT012,0,3A-3B
2,150,HERIBERTO M. - RT054,0,3A-3B
2,153,HERIBERTO M. - RT038,0,3A-3B
2,152,HERIBERTO M. - RT003,0,3A-3B
2,155,HERIBERTO M. - RT092,0,3A-3B
2,154,HERIBERTO M. - RT071,0,3A-3B
2,157,HERIBERTO M. - RT073,0,3A-3B
2,156,HERIBERTO M. - RT029,0,3A-3B
2,159,HERIBERTO M. - RT046,0,3A-3B
2,158,HERIBERTO M. - RT062,0,3A-3B
8,609,SANTA MARIA DEL TOACHI - RT021,0,5C
8,608,SANTA MARIA DEL TOACHI - RT037,0,5C
8,634,SANTA MARIA DEL TOACHI - RT037,0,5C
5,399,LAS PIEDRAS - RT051,0,4B
8,635,SANTA MARIA DEL TOACHI - RT021,0,5C
11,749,ANILLO VIAL (SECAP) - RT97,0,24A
5,398,LAS PIEDRAS - RT009,0,4B
0,48,GALLERA - EPACEM - RT006,0,1
0,49,GALLERA - EPACEM - RT074,0,1
0,46,GALLERA - EPACEM - RT057,0,1
0,47,GALLERA - EPACEM - RT081,0,1
0,44,GALLERA - EPACEM - RT041,0,1
0,45,GALLERA - EPACEM - RT024,0,1
0,42,GALLERA - EPACEM - RT065,0,1
0,43,GALLERA - EPACEM - RT015,0,1
0,40,GALLERA - EPACEM - RT095,0,1
0,41,GALLERA - EPACEM - RT033,0,1
8,638,SANTA MARIA DEL TOACHI - RT053,0,5C
0,5,GALLERA - EPACEM - RT033,0,1
8,639,SANTA MARIA DEL TOACHI - RT-0082,0,5C
6,489,BURNEO - BRISAS - RT077,0,5A
6,488,BURNEO - BRISAS - RT027,0,5A
6,487,BURNEO - BRISAS - RT060,0,5A
6,486,BURNEO - BRISAS - RT010,0,5A
6,485,BURNEO - BRISAS - RT090,0,5A
6,484,BURNEO - BRISAS - RT052,0,5A
6,483,BURNEO - BRISAS - RT072,0,5A
6,482,BURNEO - BRISAS - RT044,0,5A
6,481,BURNEO - BRISAS - RT036,0,5A
6,480,BURNEO - BRISAS - RT001,0,5A
6,472,BURNEO - BRISAS - RT052,0,5A
6,473,BURNEO - BRISAS - RT090,0,5A
6,470,BURNEO - BRISAS - RT044,0,5A
6,471,BURNEO - BRISAS - RT072,0,5A
6,476,BURNEO - BRISAS - RT027,0,5A
6,477,BURNEO - BRISAS - RT077,0,5A
6,474,BURNEO - BRISAS - RT010,0,5A
6,475,BURNEO - BRISAS - RT060,0,5A
6,478,BURNEO - BRISAS - RT068,0,5A
6,479,BURNEO - BRISAS - RT018,0,5A
